Names of products,Exceptions,Tropical,Product code,Nomenclature,Code,Description,unit,calculateAggregate?
WOODFUEL,,,1.1,HS96,440110,Name: Fuel wood,000 m3,
WOODFUEL,,,1.1,HS02,440110,"Name: Fuel wood, in logs/billets/twigs/faggots/sim. forms",000 m3,
WOODFUEL,,,1.1,HS07,440110,"Name: Fuel wood, in logs/billets/twigs/faggots/similar forms",000 m3,
WOODFUEL,,,1.1,HS12,440110,"Wood and articles of wood; wood charcoal // Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms. ",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS96,440121,"Name: Wood in chips, coniferous",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS02,440121,"Name: Wood, in chips/particles, coniferous",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS07,440121,"Name: Wood, in chips/particles, coniferous",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS12,440121,"Name: Wood and articles of wood; wood charcoal // Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar f",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS96,440122,"Name: Wood in chips, non-coniferous",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS02,440122,"Name: Wood, in chips/particles, non-coniferous",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS07,440122,"Name: Wood, in chips/particles, non-coniferous",000 m3,
WOOD CHIPS AND PARTICLES,,,3.1,HS12,440122,"Name: Wood and articles of wood; wood charcoal // Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar f",000 m3,
WOOD RESIDUES,,,4.1,HS96,440130,"Name: Sawdust, wood waste or scrap",000 kg,
WOOD RESIDUES,,,4.1,HS02,440130,"Name: Sawdust, wood waste or scrap",000 kg,
WOOD RESIDUES,,,4.1,HS07,440130,"Name: Sawdust, wood waste or scrap",000 kg,
WOOD RESIDUES (INCLUDING WOOD FOR AGGLOMERATES),,,3.2,HS12,440131,"Name: Wood and articles of wood; wood charcoal // Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar f",000 m3,
WOOD PELLETS ,,,4.1,HS12,440131,"Name: Wood and articles of wood; wood charcoal // Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar f",000 kg,
WOOD RESIDUES (INCLUDING WOOD FOR AGGLOMERATES),,,3.2,HS12,440139,"Name: Wood and articles of wood; wood charcoal // Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar f",000 m3,
WOOD CHARCOAL,,,2,HS96,440200,Name: Wood charcoal (including shell or nut charcoal),000 kg,
WOOD CHARCOAL,,,2,HS02,440200,"Name: Wood charcoal (incl. shell/nut charcoal), whether or not agglom.",000 kg,
WOOD CHARCOAL,,,2,HS07,440290,"Name: Wood charcoal (including shell/nut charcoal, excl. of 440210)",000 kg,
WOOD CHARCOAL,,,2,HS12,440290,"Name: Wood and articles of wood; wood charcoal // Wood charcoal (including shell or nut charcoal), whether or not agglomerated. // -Other
Description: -Other",000 kg,
LOGS,,,1.2.C,HS96,440320,"Name: Logs, poles, coniferous not treated or painted Description: Other, coniferous",000 m3,
LOGS,,,1.2.C,HS02,440320,"Name: Wood, in the rough, whether or not stripped of bark/sapwood/roughly squared ... Description: Wood, in the rough, whether or not stripped of bark/sapwood/roughly squared (excl. of 4403.10), coniferous",000 m3,
LOGS,,,1.2.C,HS07,440320,"Name: Wood, in the rough, whether/not stripped of bark/sapwood/roughly squared (excl. of 4403.10), coniferous Description: - Other, coniferous",000 m3,
LOGS,,,1.2.C,HS12,440320,"Name: Wood and articles of wood; wood charcoal // Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared. // -Other, coniferous
Description: -Other, coniferous",000 m3,
LOGS,,,1.2.C,HS92,440320,"Name: Logs, poles, coniferous not treated or painted
Description: Other, coniferous",000 m3,
LOGS,,X,1.2.NC,HS92,440331,"Name: Logs, Meranti (light or dark red), Bakau
Description: Logs, Meranti (light or dark red), Bakau",000 m3,
LOGS,,X,1.2.NC,HS92,440332,"Name: Logs, white Lauan/Meranti/Seraya/yellow Meranti/Alan
Description: Logs, white Lauan/Meranti/Seraya/yellow Meranti/Alan",000 m3,
LOGS,,X,1.2.NC,HS92,440333,"Name: Logs, Keruing/Ramin/Kapur/Teak/Jongkong/Merbau/etc
Description: Logs, Keruing/Ramin/Kapur/Teak/Jongkong/Merbau/etc",000 m3,
LOGS,,X,1.2.NC,HS92,440334,"Name: Logs, Okoume/Obeche/Sapelli/Sipo/Acajou d'Afrique/etc
Description: Logs, Okoume/Obeche/Sapelli/Sipo/Acajou d'Afrique/etc",000 m3,
LOGS,,X,1.2.NC,HS92,440335,"Name: Logs, Tiama, Mansonia, Ilomba, Dibetou, Limba, Azobe
Description: Logs, Tiama, Mansonia, Ilomba, Dibetou, Limba, Azobe",000 m3,
LOGS,,X,1.2.NC,HS96,440341,"Name: Logs, Meranti red(dark,l",000 m3,
LOGS,,X,1.2.NC,HS02,440341,"Name: Dark Red Meranti, Light Red Meranti & Meranti Bakau, in the rough, whether ...",000 m3,
LOGS,,X,1.2.NC,HS07,440341,"Name: Dark Red Meranti, Light Red Meranti & Meranti Bakau, in the rough, whether/not stripped of bark/sapwood/roughly squared",000 m3,
LOGS,,X,1.2.NC,HS12,440341,"Name: Wood and articles of wood; wood charcoal // Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared. // - Other, of tropical wood specified in Subheading Note 2 to this Chapter : // -- Dark Red Meranti, Light Red Meranti an",000 m3,
LOGS,,X,1.2.NC,HS96,440349,"Name: Logs, tropical woods nes",000 m3,
LOGS,,X,1.2.NC,HS02,440349,"Name: Topical wood spec. in SH Note 1 to Ch.44 (excl. of 4403.41), in the rough, ...",000 m3,
LOGS,,X,1.2.NC,HS07,440349,"Name: Topical wood spec. in SH Note 1 to Ch.44 (excl. of 4403.41), in the rough, whether/not stripped of bark/sapwood/roughly squared",000 m3,
LOGS,,X,1.2.NC,HS12,440349,"Name: Wood and articles of wood; wood charcoal // Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared. // - Other, of tropical wood specified in Subheading Note 2 to this Chapter : // -- Other
Description: -- Other",000 m3,
LOGS,,,1.2.NC,HS07,440391,"Name: Oak (Quercus spp.), in the rough, whether/not stripped of bark/sapwood/roughly squared",000 m3,
LOGS,,,1.2.NC,HS96,440391,"Name: Logs, Oak (Quercus spp)",000 m3,
LOGS,,,1.2.NC,HS02,440391,"Name: Oak (Quercus spp.), in the rough, whether or not stripped of bark/sapwood/r ...",000 m3,
LOGS,,,1.2.NC,HS12,440391,"Name: Wood and articles of wood; wood charcoal // Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared. // - Other : // -- Of oak (Quercus spp.)
Description: -- Of oak (Quercus spp.)",000 m3,
LOGS,,,1.2.NC,HS92,440391,"  Name: Logs, Oak (Quercus spp)
Description: Other :-- Of oak (Quercus spp.)",000 m3,
LOGS,,,1.2.NC,HS96,440392,"Name: Logs, Beech (Fagus spp)",000 m3,
LOGS,,,1.2.NC,HS02,440392,"Name: Beech (Fagus spp.), in the rough, whether or not stripped of bark/sapwood/r ...",000 m3,
LOGS,,,1.2.NC,HS07,440392,"Name: Beech (Fagus spp.), in the rough, whether/not stripped of bark/sapwood/roughly squared",000 m3,
LOGS,,,1.2.NC,HS12,440392,"Name: Wood and articles of wood; wood charcoal // Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared. // - Other : // -- Of beech (Fagus spp.)
Description: -- Of beech (Fagus spp.)",000 m3,
LOGS,,,1.2.NC,HS92,440392,"Name: Logs, Beech (Fagus spp)
Description: Other :-- Of beech (Fagus spp.)",000 m3,
LOGS,"TROP from TROP, NC FROM NON TROP",,1.2.NC,HS96,440399,"Name: Logs, non-coniferous nes",000 m3,
LOGS,"TROP from TROP, NC FROM NON TROP",,1.2.NC,HS02,440399,"Name: Wood, in the rough (excl. of 4403.10-4403.92), whether or not stripped of b ...",000 m3,
LOGS,"TROP from TROP, NC FROM NON TROP",,1.2.NC,HS07,440399,"Name: Wood, in the rough (excl. of 4403.10-4403.92), whether/not stripped of bark/sapwood/roughly squared",000 m3,
LOGS,"TROP from TROP, NC FROM NON TROP",,1.2.NC,HS12,440399,"Name: Wood and articles of wood; wood charcoal // Wood in the rough, whether or not stripped of bark or sapwood, or roughly squared. // - Other : // -- Other
Description: -- Other",000 m3,
LOGS,"TROP from TROP, NC FROM NON TROP",,1.2.NC,HS92,440399,"Name: Logs, non-coniferous nes
Description: Other",000 m3,
SAWNWOOD,,,5.C,HS02,440710,"Name: Wood sawn/chipped length wise, sliced/peeled, whether or not planed, sanded ...",000 m3,
SAWNWOOD,,,5.C,HS07,440710,"Name: Wood sawn/chipped length wise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, coniferous",000 m3,
SAWNWOOD,,,5.C,HS96,440710,"Name: Lumber, coniferous (softwood) thickness < 6 mm",000 m3,
SAWNWOOD,,,5.C,HS12,440710,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // -Coniferous
Description: -Coniferous",000 m3,
SAWNWOOD,,,5.C,HS92,440710,"Name: Lumber, coniferous (softwood) thickness < 6 mm
Description: Coniferous",000 m3,
SAWNWOOD,,X,5.NC,HS07,440721,"Name: Wood sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, of Mahogany (Swietenia spp.)",000 m3,
SAWNWOOD,,X,5.NC,HS12,440721,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Of tropical wood specified in Subheading Note 2 to this Chapter : // -- ",000 m3,
SAWNWOOD,,X,5.NC,HS92,440721,"Name: Lumber, Meranti red, Meranti Bakau, White Lauan etc
Description: Lumber, Meranti red, Meranti Bakau, White Lauan etc",000 m3,
SAWNWOOD,,X,5.NC,HS07,440722,"Name: Wood sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, of Virola, Imbuia&Balsa",000 m3,
SAWNWOOD,,X,5.NC,HS12,440722,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Of tropical wood specified in Subheading Note 2 to this Chapter : // -- ",000 m3,
SAWNWOOD,,X,5.NC,HS92,440722,"Name: Lumber, Okoume, Obeche, Sapelli/Sipo/Acajou/Makore/et
Description: Lumber, Okoume, Obeche, Sapelli/Sipo/Acajou/Makore/et",000 m3,
SAWNWOOD,,X,5.NC,HS92,440723,"Name: Lumber, Baboen, Mahogany, Imbuia, Balsa
Description: Lumber, Baboen, Mahogany, Imbuia, Balsa",000 m3,
SAWNWOOD,,X,5.NC,HS02,440724,"Name: Wood sawn/chipped length wise, sliced/peeled, whether or not planed, sanded ...",000 m3,
SAWNWOOD,,X,5.NC,HS96,440724,"Name: Lumber, Virola, Mahogany",000 m3,
SAWNWOOD,,X,5.NC,HS02,440725,"Name: Wood sawn/chipped length wise, sliced/peeled, whether or not planed, sanded ...",000 m3,
SAWNWOOD,,X,5.NC,HS96,440725,"Name: Lumber, Meranti Red
Description: Of tropical wood specified in Subheading Note 1 to this Chapter :-- Dark Red Meranti, Light Red Meranti and Meranti Bakau",000 m3,
SAWNWOOD,,X,5.NC,HS07,440725,"Name: Wood sawn/chipped length wise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, of Dark Red Meranti, Light Red Meranti & Meranti Bakau",000 m3,
SAWNWOOD,,X,5.NC,HS12,440725,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Of tropical wood specified in Subheading Note 2 to this Chapter : // -- ",000 m3,
SAWNWOOD,,X,5.NC,HS02,440726,"Name: Wood sawn/chipped length wise, sliced/peeled, whether or not planed, sanded ...",000 m3,
SAWNWOOD,,X,5.NC,HS96,440726,"Name: Lumber, White Lauan
Description: Of tropical wood specified in Subheading Note 1 to this Chapter :-- White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan",000 m3,
SAWNWOOD,,X,5.NC,HS07,440726,"Name: Wood sawn/chipped length wise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, of White Lauan, White Meranti, White Seraya, Yellow Meranti & Alan",000 m3,
SAWNWOOD,,X,5.NC,HS12,440726,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Of tropical wood specified in Subheading Note 2 to this Chapter : // -- ",000 m3,
SAWNWOOD,,X,5.NC,HS07,440727,"Name: Wood sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, of Sapelli",000 m3,
SAWNWOOD,,X,5.NC,HS12,440727,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Of tropical wood specified in Subheading Note 2 to this Chapter : // -- ",000 m3,
SAWNWOOD,,X,5.NC,HS07,440728,"Name: Wood sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, of Iroko",000 m3,
SAWNWOOD,,X,5.NC,HS12,440728,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Of tropical wood specified in Subheading Note 2 to this Chapter : // -- ",000 m3,
SAWNWOOD,,X,5.NC,HS96,440729,"Name: Lumber, tropical wood ne",000 m3,
SAWNWOOD,,X,5.NC,HS02,440729,"Name: Wood sawn/chipped length wise, sliced/peeled, whether or not planed, sanded ...",000 m3,
SAWNWOOD,,X,5.NC,HS07,440729,"Name: Wood sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm, of tropical wood specified in Subheading Note 1 to this Ch. (excl. of 4407.21-4407.28)",000 m3,
SAWNWOOD,,X,5.NC,HS12,440729,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Of tropical wood specified in Subheading Note 2 to this Chapter : // -- ",000 m3,
SAWNWOOD,,,5.NC,HS96,440791,"Name: Lumber, Oak (Quercus spp)",000 m3,
SAWNWOOD,,,5.NC,HS02,440791,"Name: Oak (Quercus spp.), sawn/chipped length wise, sliced/peeled, whether or not ...",000 m3,
SAWNWOOD,,,5.NC,HS07,440791,"Name: Oak (Quercus spp.), sawn/chipped length wise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm",000 m3,
SAWNWOOD,,,5.NC,HS12,440791,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Other : // -- Of oak (Quercus spp.)
Description: -- Of oak (Quercus spp.",000 m3,
SAWNWOOD,,,5.NC,HS92,440791,"Name: Lumber, Oak (Quercus spp)
Description: Other :-- Of oak (Quercus spp.)",000 m3,
SAWNWOOD,,,5.NC,HS96,440792,"Name: Lumber, Beech (Fagus spp)",000 m3,
SAWNWOOD,,,5.NC,HS02,440792,"Name: Beech (Fagus spp.), sawn/chipped length wise, sliced/peeled, whether or not ...",000 m3,
SAWNWOOD,,,5.NC,HS07,440792,"Name: Beech (Fagus spp.), sawn/chipped length wise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm",000 m3,
SAWNWOOD,,,5.NC,HS12,440792,"  Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Other : // -- Of beech (Fagus spp.)
Description: -- Of beech (Fagus sp",000 m3,
SAWNWOOD,,,5.NC,HS92,440792,"Name: Lumber, Beech (Fagus spp)
Description: Other :-- Of beech (Fagus spp.)",000 m3,
SAWNWOOD,,,5.NC,HS07,440793,"Name: Maple (Acer spp.), sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm",000 m3,
SAWNWOOD,,,5.NC,HS12,440793,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Other : // -- Of maple (Acer spp.)
Description: -- Of maple (Acer spp.)",000 m3,
SAWNWOOD,,,5.NC,HS07,440794,"Name: Cherry (Prunus spp.), sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm",000 m3,
SAWNWOOD,,,5.NC,HS12,440794,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Other : // -- Of cherry (Prunus spp.)
Description: -- Of cherry (Prunus ",000 m3,
SAWNWOOD,,,5.NC,HS07,440795,"Name: Ash(Fraxinus spp.), sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm",000 m3,
SAWNWOOD,,,5.NC,HS12,440795,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Other : // -- Of ash (Fraxinus spp.)
Description: -- Of ash (Fraxinus sp",000 m3,
SAWNWOOD,"TROP from TROP, NC FROM NON TROP",,5.NC,HS96,440799,"Name: Lumber, non-coniferous nes",000 m3,
SAWNWOOD,"TROP from TROP, NC FROM NON TROP",,5.NC,HS02,440799,"Name: Wood (excl. of 4407.10-4407.92), sawn/chipped length wise, sliced/peeled, w ...",000 m3,
SAWNWOOD,"TROP from TROP, NC FROM NON TROP",,5.NC,HS07,440799,"Name: Wood(excl. of 4407.10-4407.95), sawn/chipped lengthwise, sliced/peeled, whether/not planed, sanded/end-jointed, of a thickness >6mm",000 m3,
SAWNWOOD,"TROP from TROP, NC FROM NON TROP",,5.NC,HS12,440799,"Name: Wood and articles of wood; wood charcoal // Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. // - Other : // -- Other
Description: -- Other",000 m3,
SAWNWOOD,"TROP from TROP, NC FROM NON TROP",,5.NC,HS92,440799,"Name: Lumber, non-coniferous nes
Description: Other",000 m3,
VENEER,,,6.1.C,HS96,440810,"Name: Veneer or ply sheet, coniferous (softwood) <6 mm thick",000 m3,
VENEER,,,6.1.C,HS02,440810,"Name: Sheets for veneering, incl. those obt. by slicing laminated wood, for plywo ...",000 m3,
VENEER,,,6.1.C,HS07,440810,"Name: Sheets for veneering (including those obtained by slicing laminated wood), for plywood/for similar laminated wood & other wood, sawn lengthwise, sliced/peeled, whether/not planed, sanded, spliced/end-jointed, of a thickness not> 6 mm,coniferous",000 m3,
VENEER,,,6.1.C,HS12,440810,"Name: Wood and articles of wood; wood charcoal // Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, splice",000 m3,
VENEER,,,6.1.C,HS92,440810,"Name: Veneer or ply sheet, coniferous (softwood) <6 mm thic
Description: Coniferous",000 m3,
VENEER,,X,6.1.NC,HS92,440820,"Name: Veneer or ply sheet, tropical woods, <6 mm thick
Description: Veneer or ply sheet, tropical woods, <6 mm thick",000 m3,
VENEER,,X,6.1.NC,HS96,440831,"Name: Veneer, Meranti Red(dark",000 m3,
VENEER,,X,6.1.NC,HS02,440831,"Name: Sheets for veneering, incl. those obt. by slicing laminated wood, for plywo ...",000 m3,
VENEER,,X,6.1.NC,HS07,440831,"Name: Sheets for veneering (including those obtained by slicing laminated wood), for plywood/for similar laminated wood & other wood, sawn lengthwise, sliced/peeled, whether/not planed, sanded, spliced/end-jointed, of a thickness not> 6 mm, of Dark Red Me",000 m3,
VENEER,,X,6.1.NC,HS12,440831,"Name: Wood and articles of wood; wood charcoal // Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, splice",000 m3,
VENEER,,X,6.1.NC,HS96,440839,"Name: Veneer, tropical woods,",000 m3,
VENEER,,X,6.1.NC,HS02,440839,"Name: Sheets for veneering, incl. those obt. by slicing laminated wood, for plywo ...",000 m3,
VENEER,,X,6.1.NC,HS07,440839,"Name: Sheets for veneering (including those obtained by slicing laminated wood), for plywood/for similar laminated wood & other wood, sawn lengthwise, sliced/peeled, whether/not planed, sanded, spliced/end-jointed, of a thickness not> 6 mm, of tropical wo",000 m3,
VENEER,,X,6.1.NC,HS12,440839,"Name: Wood and articles of wood; wood charcoal // Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, splice",000 m3,
VENEER,"TROP from TROP, NC FROM NON TROP",,6.1.NC,HS96,440890,"Name: Veneer,ply sheet, not conifer or tropical, <6 mm thick",000 m3,
VENEER,"TROP from TROP, NC FROM NON TROP",,6.1.NC,HS02,440890,"Name: Sheets for veneering, incl. those obt. by slicing laminated wood, for plywo ...",000 m3,
VENEER,"TROP from TROP, NC FROM NON TROP",,6.1.NC,HS07,440890,"Name: Sheets for veneering (including those obtained by slicing laminated wood), for plywood/for similar laminated wood & other wood, sawn lengthwise, sliced/peeled, whether/not planed, sanded, spliced/end-jointed, of a thickness not> 6 mm (excl. of 4408.",000 m3,
VENEER,"TROP from TROP, NC FROM NON TROP",,6.1.NC,HS12,440890,"Name: Wood and articles of wood; wood charcoal // Sheets for veneering (including those obtained by slicing laminated wood), for plywood or for similar laminated wood and other wood, sawn lengthwise, sliced or peeled, whether or not planed, sanded, splice",000 m3,
VENEER,"TROP from TROP, NC FROM NON TROP",,6.1.NC,HS92,440890,"Name: Veneer,ply sheet, not conifer or tropical, <6 mm thic
Description: Other",000 m3,
PARTICLEBOARD,,,6.3,HS96,4410,"Name: Particle board, similar board, wood, ligneous material Description: Particle board and similar board of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances.",000 m3,
PARTICLEBOARD,,,6.3,HS02,4410,"Name: Particle board and similar board Description: Particle board and similar board (for example, oriented strand board and waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances.",000 m3,
PARTICLEBOARD,,,6.3,HS07,4410," Name: Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances. Description: Particle board, oriented strand b",000 m3,
"PARTICLEBOARD, OSB and SIMILAR BOARD",,,6.3,HS12,4410,"Name: Wood and articles of wood; wood charcoal // Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances.
Des",000 m3,
OSB,,,6.3.1,HS96,441011,"Name: Waferboard, incl strand Description: Of wood :-- Waferboard, including oriented strand board",000 m3,
OSB,IF <441011> IN HS07 THEN DELETE.,,6.3.1,HS07,441011,,000 m3,
FIBERBOARD,IF <441011> IN HS12 THEN DELETE.,,6.3.1,HS12,441011,,000 m3,
OSB,,,6.3.1,HS07,441012,"Name: Oriented strand board (OSB) of wood, whether/not agglomerated with resins/other organic binding substances Description: -- Oriented strand board (OSB)",000 m3,
OSB,,,6.3.1,HS12,441012,"Name: Wood and articles of wood; wood charcoal // Particle board, oriented strand board (OSB) and similar board (for example, waferboard) of wood or other ligneous materials, whether or not agglomerated with resins or other organic binding substances. // ",000 m3,
OSB,,,6.3.1,HS02,441021,"Name: Oriented strand board & waferboard, of wood, unwkd./not further worked than ... Description: Oriented strand board & waferboard, of wood, unwkd./not further worked than sanded",000 m3,
OSB,,,6.3.1,HS02,441029,"Name: Oriented strand board & waferboard, of wood (excl. of 4410.21) Description: Oriented strand board & waferboard, of wood (excl. of 4410.21)",000 m3,
HARDBOARD,,,6.4.1,HS96,441111,Name: Fibreboard >0.8 g/cm2 not worked or surface covered Description: Fibreboard of a density exceeding 0.8 g/cm3 :-- Not mechanically worked or surface covered,000 m3,
HARDBOARD,,,6.4.1,HS02,441111,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ... Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs., of a density >0.8g/cm3, not mechanically wkd./surface covered",000 m3,
MDF,,,6.4.2,HS07,441112,"Name: Medium density of fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a thkns not >5mm Description: -- Of a thickness not exceeding 5 mm",000 m3,
MDF,,,6.4.2,HS12,441112,"Name: Wood and articles of wood; wood charcoal // Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances. // - Medium density fibreboard (MDF) : // -- Of a thickness not exceeding 5 mm
Description: --",000 m3,
MDF,,,6.4.2,HS07,441113,"Name: Medium density of fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a thkns >5mm but not >9mm Description: -- Of a thickness exceeding 5 mm but not exceeding 9 mm",000 m3,
MDF,,,6.4.2,HS12,441113,"Name: Wood and articles of wood; wood charcoal // Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances. // - Medium density fibreboard (MDF) : // -- Of a thickness exceeding 5 mm but not exceeding 9",000 m3,
MDF,,,6.4.2,HS07,441114,"Name: Medium density of fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a thkns >9mm Description: -- Of a thickness exceeding 9 mm",000 m3,
MDF,,,6.4.2,HS12,441114,"Name: Wood and articles of wood; wood charcoal // Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances. // - Medium density fibreboard (MDF) : // -- Of a thickness exceeding 9 mm
Description: -- Of ",000 m3,
HARDBOARD,,,6.4.1,HS96,441119,Name: Fibreboard >0.8 g/cm2 worked/surface covered Description: Fibreboard of a density exceeding 0.8 g/cm3 :-- Other,000 m3,
HARDBOARD,,,6.4.1,HS02,441119,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ...Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs., of a density >0.8g/cm3, mechanically wkd./surface covered",000 m3,
MDF,,,6.4.2,HS96,441121,Name: Fibreboard 0.5 - 0.8 g/cm2 not worked/surface covered Description: Fibreboard of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm3 :-- Not mechanically worked or surface covered,000 m3,
MDF,,,6.4.2,HS02,441121,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ... Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs., of a density >0.5g/cm3 but not >0.8g/cm3, not mechanically wkd",000 m3,
MDF,,,6.4.2,HS96,441129,Name: Fibreboard 0.5 - 0.8 g/cm2 worked/surface covered Description: Fibreboard of a density exceeding 0.5 g/cm3 but not exceeding 0.8 g/cm3 :-- Other,000 m3,
